gene	EPI_E5	PE_E5	EPI_E6	PE_E6	EPI_E7	PE_E7
TMEFF2	0.2	0.2	2.1	0.1	1.4	0.6
GLRX5	74.1	54.6	81.1	62	80.5	111.3
DLEU7	0	0.1	0.2	0	0	0.2
C19orf60	63.7	62.5	80.3	39.5	65.1	44.7
RPL3L	0	0.2	1	0.4	0.3	0.1
LOC100128885	19	13.3	16.6	15	9.1	12.2
TMEM194A	2.6	5.3	2.8	3.6	3.6	1.5
EXOC3L1	3	1.6	4.4	0.8	2	0.7
B3GALNT1	0.1	0	0.2	0.7	0.6	1.4
JUNB	21.2	10.5	15.3	5.2	27.1	29.4
MYO5B	4	4.1	5.4	2.6	3.6	1.6
SSH2	3.2	4.1	4.2	4.1	2.4	4.9
POC1B	8.7	13.5	6.5	9.4	4.6	7.4
PGD	184.4	167	222.1	131.1	177.5	123.4
RGS11	0.3	0	0.2	0.3	0.3	0
RABAC1	185.8	197.9	208.3	116.7	178.5	107.9
NOS3	2.3	1.3	1.3	0.5	1.5	0.6
PM20D2	1.2	1	1.4	4.8	1.3	2.5
TMEM89	0.2	0	0.1	1	0.5	0
USP24	3.6	4.3	3.6	4.6	2.6	4.2
RPS2P32	1.2	0	2.3	0.3	0.9	0.7
MMP24	2.2	1.6	2	0.6	2.5	1
FZD5	34.9	30.9	44.2	20.6	40.5	28.6
FAM71E1	22.2	21	24.4	10.7	19.4	9.7
GFOD1	0.6	0.2	1.4	0.5	0.6	0.6
LOC101928545	0.5	0	0.1	0	0.2	0.5
HSBP1L1	3.8	4.7	14.1	2.5	9	4.5
UNC93A	2.1	2.8	6.1	1.6	1.3	2.7
SEMA4G	5.1	6.5	5.2	3.3	0.7	1.2
MBD2	13.8	6.1	8.3	8.4	7.7	11.8
GALNT11	4.8	8.1	12.5	31.7	14.7	14.9
CPM	0	0	0	0.5	2.8	3.6
ATXN7L3B	10.6	14.4	9.3	16.2	12.5	22.8
NARF	174.3	138.1	140.9	112.4	128.3	91
TEAD3	4.2	4.7	5.1	14.4	28.3	40.8
COL9A2	0	0.2	0.1	0.2	0.1	0.2
SH3RF1	5	6	6.4	9	5.7	13
AQP8	0.4	0	0.1	0.1	0.1	0.2
MLXIPL	0.3	0.1	0.1	0.4	0.1	0
CAPNS1	64.1	51.1	62.2	40.7	49.4	43.5
EFNA5	0.2	0.2	0.5	0.2	0.7	0
CYP2C18	0.3	0.6	0.2	2	1.9	4.2
EMC8	67.4	52.5	75.8	34.2	53.3	83.5
DCTD	7.3	13.7	13	16.1	22	34
IL13RA1	1.1	0.6	0.7	0.6	0.9	1.3
SH2D5	4.4	2.3	6.8	3.8	4	2.3
MAGEA10	0.7	0.5	0.6	1.1	0.2	1.6
CCDC152	2.4	0.8	0.9	0.5	0.4	0.4
S1PR2	0.6	1.5	4.4	16.5	45.1	54.4
SGTB	3.4	2.1	2.9	4.3	4.1	6
TOP1MT	52	37.3	32.9	27.8	27.2	20.3
SLC7A5	32.8	30.2	61.9	110.3	60.3	103.6
HIST1H2AC	11.7	25.9	10.1	9.4	29.5	41.6
LFNG	2.6	0.7	1.4	1.1	1.9	2.4
HPGD	67.5	53.5	38.4	47.4	31.3	43.8
CYP11A1	2.4	6.6	26.9	54.8	86.2	98.6
ZNF823	9.3	19.7	11.1	16.2	11.6	14.9
NEK7	2.7	5.4	4	5.6	3.8	6.6
PRR24	4.7	1.6	3.2	1.6	1.6	3.3
NOXO1	0.6	0.3	1.2	0.8	0.5	1.2
B3GNT4	0.2	1.3	2.3	2.7	1.1	1.7
POMK	6.9	8.1	6.2	11.9	3.4	8.3
MAP3K11	3.9	3.5	7.3	2.8	3.8	7.6
LOC101927730	0.5	0	0	0.4	1.6	0.7
REEP2	0	0.4	0	0	0	0
PHLDB1	5	2.8	4.1	3.7	3.6	2.3
CLDN11	2.7	1.5	1.4	1.4	1.7	2.2
EPHA1	7.2	4.7	5.8	6.8	7.4	4
GM2A	12.2	12.6	14.7	22.7	19.3	11.2
ERBB3	18.9	15.5	26.3	8.4	16.8	16.9
LRRC56	0.6	0	0.7	0.2	0.9	0.3
XRCC2	7.3	5.1	3.6	6.8	7.5	6.3
RIN2	6.1	9.5	7.1	4.6	2.3	5.5
KAT8	11.1	5.5	11.6	9.1	11.7	14.7
NR1H2	107.8	100.6	76.8	41.2	76	45.6
ZNF225	0.9	1.8	0.5	1.6	1.8	0.9
VARS2	4.9	2.1	4.8	2.7	2.6	2.3
HENMT1	44	46	42.5	26.2	43.4	20.2
CLDN4	130.8	212.4	226.2	400.7	347	428
FAM64A	34.1	29.1	27.4	6.2	8.8	3.2
KLHL9	4.7	2.8	2.7	3.4	2.8	3.9
RBM34	58.6	77.5	56.8	76.7	86.2	64.7
THEG	0	0	1.1	0.1	0.7	0
TMEM171	1.5	0.3	1.7	2.3	4	2.5
STRADB	6.2	3.6	6.9	3.2	4.5	4.2
MGAT5	0.9	1.2	1.2	1.7	1.4	3.7
RPUSD3	251.5	230.4	203.2	138.4	145.3	83.9
ZNF788	1.5	2.2	2.9	2.4	4.2	2.4
TAF10	65.2	52.4	106.6	25.7	47.6	59.2
IER5	12.4	7.7	6.4	6.2	7.7	9.2
C12orf75	3.5	4.1	10.2	7.4	10.8	38
RAB34	2.2	5.1	13.9	23.1	44.5	40.9
SEC61G	649	584.9	648.5	482.8	761.7	655.3
ZBED6CL	3.9	2.1	3.2	4	3.1	5.3
FOXP4	2.7	1.3	2.9	1.7	1.6	1.6
CTCFL	1.1	0	0.9	0.2	0.5	0.5
ZNF542P	2.3	4.1	4	3	2.5	4.8
SNORD68	20.8	12.6	35.5	20.7	31.6	35.4
GAP43	0.7	0.8	1.1	0.1	0	0.9
CCDC138	5.9	3.7	8.2	14.5	12.1	6.5
LOC100129617	0.2	0	0.8	0.2	0.6	0.2
NPBWR1	0	0	0.2	0.4	0	0.1
ZFP36L1	18.8	19.4	49.1	24.3	53.7	41.9
COQ4	72.7	59.6	50	33.7	39.6	29.7
FBXL20	20.2	17	8	3.2	2.8	2.4
CRYGD	0.1	0.4	9.2	8	8.5	25
NLRP2	680.7	709.5	558.7	380.2	453	340.8
SMS	16.4	26.1	15.9	23.1	21.5	18.8
PRKG2	0	0.1	0.1	0.2	0.3	0.2
HBE1	0.6	2.4	2.3	4.2	0.2	3.4
FOXO6	0.6	0.5	1.8	0.8	2	8.1
ZNF226	6.9	3.7	3.9	6.4	4.2	6.1
FNBP1	7.7	4.1	4.9	5	3.3	4.6
TINAGL1	0.2	0.2	1.3	5.8	9.5	19.4
GPR39	1.4	0	0.1	0.1	0.3	0.1
ZNF718	2.1	4.8	3.8	4.8	3.6	2.1
OAZ2	14.9	15.3	43.1	33	60.1	26
ACKR3	2.7	4.5	5.4	5.8	2.8	6
IFT43	33.5	25.1	20.8	11.1	19.6	13.8
GPNMB	1.1	1	1.7	2.8	5.8	0.6
OLAH	2.7	1.9	2.7	1.1	3.4	0.6
IL15	1.5	1.5	4.3	2.8	6.3	1.1
GPR1-AS	4.2	2.5	1.7	2.6	2.6	1.6
DNAAF3	0.1	0	0	0	0.3	0
MIXL1	0.5	0.2	6.9	0.6	4.5	10.5
ADAM19	0.6	1.1	2.5	6.7	2.1	7.2
FAM206A	11.8	17.4	16	21	18.2	26.7
SLC7A7	84.3	93.8	90.5	135.3	52.7	115.4
BOD1L1	5.9	4.6	7.5	5.9	7.6	4.9
SEC31B	1	0.4	0.2	0.9	1	0.5
TSPAN4	11.4	9.1	22.3	9.5	24.4	12.1
DENND2A	3.3	2.5	3.9	1.2	2.5	0.9
DNAJC9-AS1	0.3	0.1	0.1	0.2	0.1	0.5
FGA	0.7	0.5	0.9	4.4	0.8	6.8
UHRF2	5	6.2	4	8.4	4	7.6
IER3	20.4	13.6	27.1	11.6	46.1	31.7
DENND1C	2.9	4.2	2.7	2.5	1	1.9
APELA	24.8	10.3	10.9	4.9	4.4	4.2
PPP1R8	17.4	12	15.5	17	12.6	14.9
FUT3	0.2	0.2	2.2	1.4	1.5	0.2
FAM13B	3.7	1.7	4.5	3.7	3.9	3.1
SPPL3	13.4	9.2	11.1	8.4	8.3	9.2
CPTP	5.9	2.8	10.3	4	3.9	5.5
CD38	1.6	1.8	5.2	0.4	2.6	1.4
ERLIN1	18.2	24.6	22.3	35.7	28.5	23.9
TRIOBP	5.5	3.5	6.6	2	2.9	2.7
ESAM	12.5	7.9	11.7	1.8	3.5	2
WEE2	2.7	0.7	0	0.1	0	0
PP7080	26.1	13.9	20.7	5.3	7.6	7.4
CLEC4A	0.1	1.2	0.4	0.1	0.2	0.5
TCP11	0.7	0	0.1	0.1	0	0
FLJ20021	3.3	0	0.2	0	0.2	0.9
ARSK	1.7	2.7	3.5	5.2	3.5	4.7
CDC42BPA	4.2	3	4.9	2.4	3.5	3.2
ZNF540	0.6	0.2	0	0.8	0.3	0.3
RASSF8	9.5	7.9	5.6	10	4.6	13.2
CRISPLD2	0.1	0	2.1	0.9	2.4	1.1
SOAT2	10	15.6	9.6	14.5	1.9	11.3
FAM210B	1.3	0.7	0.8	0.4	2	1.5
PILRA	0.7	0.1	0.1	0.6	0.2	0.4
PTN	11.1	12.9	31.6	140.5	222.4	244.3
MSTO1	48	64.4	42.2	18.2	37.7	18.7
ACSL4	10.2	7.6	11.7	9.7	8.5	5.2
CXCL14	0.3	0	2.3	0.7	0.5	0.3
RERG	1.7	3.2	1.6	3.1	2.9	2.5
STK33	1.4	0.5	0.9	0.2	1.1	0.3
RNF8	8.6	6.1	10.5	8.1	12.7	7.4
C12orf5	17.7	23.8	19.3	45.1	29.7	33.2
OGFOD3	4.1	2.7	2.9	1.4	1.6	3.1
FDPS	161.5	223.2	198.4	289.1	189.7	171.9
ZNF311	2.1	0.7	0.5	0.1	0.1	0.3
LOC101928674	3	0.2	1	0.9	1.5	3.6
MAGED1	8.6	11	8.2	19.8	34.7	34.8
RAVER2	0.3	0.9	0.7	1.3	0.3	1
MFI2	0.7	0.5	5.3	0.5	0.9	0.3
B4GALT4	32.7	40.8	22.3	27.7	22.3	52.3
ACN9	35.1	28.1	24.2	30.3	35.1	28.5
GIT1	15.9	8.8	14.3	7.2	7.9	7.5
BRD4	32.3	21.7	22.9	19	23.6	29
TENM3	0.2	0.2	0.9	4.4	6.1	7.8
TAOK1	7.1	4.8	5.1	7.7	5.5	6.6
KLF2	0.3	0.4	1.8	0.3	0.9	0
C16orf86	0.1	1.4	0.7	0.1	0.2	0.5
DNAJB5-AS1	0	0.3	0	0	0	0.2
FBXO17	1.4	3.4	3.4	6.2	1.6	3.6
GSC	38.9	31.3	10.5	0.6	1.8	3.2
CEND1	0	0.2	1.3	0.1	0.5	0.2
SNORD104	79.7	61.2	72.4	46.6	74	39.7
TMEM185A	4.5	9.4	2.3	2.6	2.4	4.6
PLK4	8.7	13.4	6.9	11.7	10.8	9.1
KRCC1	0.1	2.4	0.4	0	0.8	0.4
KLHL14	0.4	0.1	0.1	0.1	0	0.1
HLA-DRB5	0.2	0.8	0.2	0.5	0.1	2.7
OAS1	0.1	0.6	1.1	1.1	5.1	0.2
HOXB3	0.2	0.3	1.4	0.9	2.7	0.7
H2AFV	93.2	67.5	64.3	34.2	53.9	53.7
TCOF1	51.1	39	51	45.5	58.4	41.7
CAMK1D	0.5	0.1	0.3	0.1	0.1	0.2
L3MBTL2	11.7	18.4	16.4	21.9	20.5	17
SNORA44	11	4.9	29.6	8.7	6.7	13.8
TRIM22	1.4	2.4	1.8	0.4	3.1	1.5
TACC2	6.8	3.5	3.4	4.9	5.3	5.8
BRINP1	0.8	0.8	1.3	0.7	4.2	0.4
CLSTN1	13.8	9.7	17.5	8.6	10.1	9.1
PSORS1C1	0.4	2.1	2.5	0.9	0.6	1.5
KIDINS220	2	2.8	1.9	3.6	2.7	3.4
KIAA1804	0.8	0.8	2.3	0.5	1	0.5
SPIRE1	2.6	1.3	1.4	2	0.7	1.1
PSD3	0.6	0.2	0.7	0.7	1	0.4
WNT11	16.4	29.6	9.1	12	4.2	12.6
SNTB1	0.3	0.4	0.7	0.8	0.1	0
DPYSL3	0.1	0.4	1.9	2	2.6	4.3
MPP1	18	20.1	41.8	98.9	91.3	136.5
TET1	31.1	30.3	39.5	24	32.3	23.3
EGR1	14.3	5.6	3.2	1.9	3.3	11.6
GPR146	1.8	0.5	0.9	0.3	0.7	2.5
ABCD3	15.5	27.6	17.4	20.5	14.7	19
C3orf35	0.5	0	0.5	0.3	0.2	0.4
HSD17B4	19.2	30.5	28.4	37.1	36	29.1
CBLN1	0.4	0	0.3	0.2	0	0.2
TSKU	6.8	12.9	14.7	9.7	14.6	16.2
SEMA4D	2.4	1.8	6.4	2.3	3.3	1.7
METRN	4.5	0.8	2	0.3	1.5	0.8
USP18	1	0.2	0.6	0.4	0.5	0.1
PTPRS	3.4	2.5	3.5	1.8	2.8	1
NEDD4L	2.3	3	1.9	3.7	2.5	7.4
GNG2	0	0.1	0.2	0.4	0.5	5.8
LPCAT1	13.1	9.8	10.7	3.6	11.6	11.6
NFE2	1.6	0	1	3.1	4.3	6.3
SLCO4A1	0.2	0.1	2.5	8.1	21	25.1
KCNS3	4.3	4.2	8	1.9	8.8	3.9
GPR160	61.1	72.4	59.3	26.4	40.3	28.3
CIC	5.3	3.2	6.1	2.4	3.5	3.3
KIAA0513	0.8	0.5	1	0.1	0.8	0.1
VPS37B	10	5.9	13.8	7.2	16	13.1
AGFG1	9.2	5.7	7.6	7.3	9.8	8
C1orf168	0	0.2	0.5	0.7	0.4	0.1
RPGRIP1L	2.1	1.8	1.8	0.6	2	1.1
METTL3	12.3	21.6	23.2	37.5	34.8	32
NLRP12	14.4	11.7	7.1	4.4	8.3	3.6
STUB1	9.5	9.8	20.9	7.3	7.3	17.1
JKAMP	25	35	24.3	62	37.8	40.8
PDPR	3.2	1.4	2.4	4	2	2
ALDH1A3	0.4	1.9	1.1	0.2	1.5	2.3
GNRH2	57.4	4.6	8.6	28.5	0.8	1.7
HOXA4	0.2	0	0	0.1	0	0.2
LHFPL3-AS2	6.4	4.3	3.6	6.9	4.3	10.7
MAP3K6	2.6	0.7	1.2	0.6	1	0.9
TACC1	10.4	10.2	11.6	28.6	17.1	24.2
KLHDC2	20.8	17.2	18	7	15.2	20.8
PDIA3P1	13	22.7	26.5	49.5	47.9	48.6
SDK2	0	0.1	0.3	0.1	0.4	0.2
FAM118A	15.9	13.8	14.5	28.1	18.5	30.5
SERP2	0.5	0.3	3.3	0.1	1	0.1
GOLGA7B	1.5	0.7	0.7	0.3	0.5	0.8
ATP1A1-AS1	14.4	7.5	11.2	9.1	10	11.9
NSMF	3.4	1.9	2.2	1.5	1.5	2.6
TERF1	4.7	3.9	10.2	4.5	13.7	8.3
FOXP1	5.6	6.1	6.2	2.5	2.9	3.9
UTP3	18	12.3	13.5	15.7	14.2	17.8
C15orf41	9.9	6.7	6.6	12.1	11.2	6.6
PRKAR2B	1	1.1	2.4	2.5	1.2	0
CEP131	5.4	7	8.9	7.5	7.6	4.7
F2	0.2	0	0.6	0.9	2.7	1.2
HDGFRP3	8.3	5.3	4	2.4	4	2.5
BFSP1	2.1	0.6	2.6	0.3	1.4	0.1
KLF1	0.3	0	0.4	0.1	0.4	0.1
ZSCAN22	1.9	1.2	0.6	1.3	0.5	1.9
TCN2	6.8	4.9	5.4	1.9	0.8	2.1
AGGF1	14.5	11.9	10.1	7	7.9	9
TOR3A	56.9	48.3	58.9	30.8	70.3	45.5
CREB3	49.2	59.5	36.2	29.6	27.7	18.8
HEXIM2	25.6	22.1	16.3	10.3	23.9	11.3
ZNF777	1.2	0.9	0.9	0.6	0.7	1.2
BREA2	0.7	0	0	0.1	0	0.3
LOC102467213	0.2	0.1	2	0.7	5.2	0.6
ZDHHC16	27.3	17.3	34.4	15.2	32.8	34.9
DBNDD1	1.1	0.2	1.3	0.5	0.6	1.5
MASP2	1.8	1.8	1.5	4.2	0.9	3.1
CSRP2	18.6	11.3	16	6.6	18.1	7.8
RAB30-AS1	23.6	14.5	15	16	17.3	22.2
GLA	51.7	65.7	80.3	164.3	108.8	126
PAQR6	1.1	0.3	0.7	1.6	1.4	0.8
HSD17B1	7	10.2	21.2	12	14.1	21.1
VGLL4	15.5	6.7	9.1	16.8	17.5	16.5
DUSP9	4	2.9	1.3	1.6	0.2	2.6
EHMT1-IT1	0.3	0	0.3	0.1	0	0.1
LRRC37BP1	3.6	2.8	3.4	1.8	2.2	2.1
YTHDF3-AS1	4.3	2.2	0.7	2.1	0.7	2.2
SMAD5	12.3	16.9	13.4	16.2	13.2	17.4
LOC101929549	11.8	6.4	6.2	3.2	4.4	4.1
B3GNT2	7.8	17.2	19.1	33	23.2	25.6
KREMEN2	0.8	1.6	10.1	1.4	2.3	1.2
RPS6KA1	33.8	20.7	22.9	11.5	12.4	12.4
SLC7A5P2	2.2	0.3	1	0.6	0.8	2
LOC441601	17	13.4	14.2	21.6	19.8	18.2
NMUR1	1.4	0.2	0.8	0.1	0.2	0.1
MYZAP	0.4	1.4	0.9	0.1	1.7	0.1
FAM168A	5	3.1	3.1	3.1	1.2	2
OVOL2	13.3	9.9	13.6	4.8	11.4	13.9
CHMP4C	5.7	3.3	9.1	8	17.1	8.5
ARHGAP18	30.6	42.3	23.9	54.6	31.8	35.6
PPP1R16A	11.4	6.3	9.8	7.1	5.7	8.2
SIMC1	14.4	15.5	10.9	7.3	4.5	10.2
TMEM41A	41.2	60.5	40.7	49.4	25.9	34.5
LOC101927501	0.1	0.6	2.9	1.4	3.4	1.9
ARFGAP3	19.6	14.8	10.5	6.9	12.2	8.2
CPEB4	1.2	1.1	0.8	2.2	2.8	5.5
CCDC146	0.3	0	0.4	0	0.3	0.2
LHPP	4.2	6.6	6.2	3.3	4.6	2.1
MYO6	3.8	5.1	3.9	10	7.4	9.1
SESN1	24.3	22.4	18.2	14.3	20.9	14.9
FNDC3B	3	4.6	5.5	7.9	8.6	9.6
ARL2	275.4	200.7	173.7	147.8	159.9	128.9
CAPN2	13.9	24.3	15	15.9	9.5	20.5
PTH1R	2	0.8	1.3	0.3	1.9	0.2
SEL1L	5.7	9.1	5	8.7	4.8	4.5
CTDSP2	7	7	9.6	5.8	3.7	7.1
SLC1A3	16	28.6	26.4	58.7	36	36.6
AMD1	62.8	88.1	70.3	102.4	74.7	90.8
CTU1	0.3	0.4	1.2	0.1	0.3	0.8
TRDN	1	0.2	0.1	0	0.1	0
GFRA2	0.7	1	0.1	0.3	1.5	0
EIF2B5	22.5	14.8	22.4	11.1	15.3	14.2
OLFML1	1.7	4.4	3.5	8.9	2.4	2.8
PHF12	6.6	4.3	7.3	5.8	5.9	4.2
LOC400927	1.9	0.4	1.9	0.8	2	0.8
PFKL	94.7	88	86.6	50.1	63.5	42.1
MYSM1	5.8	4.3	6	5.2	5.6	4
ABHD4	8.1	6.9	7.3	22.2	26	35.3
SDC2	0.1	0.2	1	0.1	1.9	0.3
GGCX	3.1	4.8	3.6	6.1	6.6	7.7
EBI3	0.3	0	0.1	0.2	4.5	2.1
ALG14	25.5	25.2	18.4	38.8	27.4	42.1
GTSE1-AS1	0.1	0.6	0.3	0.1	0.3	0.4
APOBEC3G	2.8	2.6	7.1	2	7.8	2.2
DDIT3	73.9	63	52.6	24.9	49.4	53.5
TMEM191A	1.5	1	2	1.1	1.3	0.6
GRHL3	7.7	11.5	2.7	9.2	30.6	32.3
HNRNPL	60.8	40.9	77.8	63.1	55.8	61.4
NMNAT2	2.1	1.9	1.7	0.5	3.5	1.3
SLC17A7	0.2	0.1	0.7	0.1	0.1	0
ZNF518B	2.7	3.9	3.5	5.3	4.5	8.1
CCDC40	0.2	0.1	0.1	0.2	0.1	0.2
RAB2A	40.5	30.9	30.6	24.5	48.1	60.9
KLRG1	0.5	0.4	0.1	0.6	2.4	1.2
PCBP3	2.5	1	1.6	0.3	0.9	0
TUBA4B	0.8	0.1	0.1	0.2	0.1	0.4
MRPL41	372.1	292.3	328.5	155.2	268.6	269.1
PRR13	575.3	511.6	270.7	163.7	163	188.6
PTPRZ1	1	1	1.4	0.2	1	0.3
CASQ2	0	0	0.1	0.2	0.2	0
DUSP13	0	1.2	0.7	2.9	3.2	3.7
MAF1	71.9	49.1	71.6	28.1	66.9	74.1
RIMKLB	12.3	19.4	11.5	5.3	5.5	4.2
PPP1R15B	8.4	8.9	7.8	15.6	12.4	17.5
PTCD2	6.2	11.9	6	8.9	6.7	8.3
ITGA7	0.4	0.2	0.7	0.2	1.7	0.3
RNF19B	35.6	27.7	23.3	11.3	16.4	18.1
MATN3	0	0	0.4	0.1	0.2	0.6
LPHN2	0.8	0.9	3.7	5.9	4.5	1.5
TMEM134	25.6	28.1	21.9	8.6	17.5	9.4
HUNK	0.9	0.5	1.5	4.9	3.3	4.7
SLC25A33	10.2	7.9	14.3	7.5	9.9	11.5
HIST1H4J	1.2	2	0.5	0.3	2.3	3.7
ZFP64	12.1	19.5	12.8	15.5	14.5	10.5
ADRBK1	10.8	7.7	7.2	6.2	5.6	7.4
ARFIP1	26.1	21.9	25.4	18.6	23.8	17.7
KLHL2	1.7	1.7	2.6	4.5	2.1	6.3
ATG5	103.2	93.1	92	66.8	87.9	54.5
SF1	68.7	44.1	75.2	53.4	53.1	59.5
LRRC4	0.8	0.6	0.9	1.2	0.2	1.1
LEP	0.1	0.2	0.9	3.5	2.9	2.8
ST14	11.1	6.6	11.7	11.5	5.9	3.7
THNSL1	0.4	0.2	0.6	0.8	0.9	0.2
C10orf95	3.1	1.4	3.8	1	2	1.7
SPINK1	6.8	14	10.2	18.5	0.7	12.1
OR7E12P	0.1	0.2	0.5	0.2	0.6	0.3
ARSE	1.6	1.2	7.7	4.6	10.9	3.8
MFHAS1	5.9	4.7	8.3	5.5	3.6	7.2
EFNA1	43.3	65.8	60.6	118.5	60.4	58.5
E4F1	40.5	22.9	31.1	13.5	24.1	22.2
CYP27C1	0.3	0.1	0.6	0.1	0.9	0.2
ZSCAN32	9.5	5.4	6.5	8.1	9.2	6.3
PCIF1	4.2	7.2	4.5	5.6	9.5	6.2
TBXA2R	0.5	0	1.6	0.1	0.5	0.7
SOX13	5.9	2.5	9.1	4.5	15.1	15.3
TNFSF9	25.1	27.6	17.1	7.9	13.7	2.7
PRR19	9.1	5.6	14	10.2	14.7	7.3
MED12L	1.3	1.7	2.3	7.7	9	11.5
OSBPL5	0.5	0	0	0	0	0
MCM5	152.6	166.8	117.3	77.7	129.9	80.7
MLKL	0.3	1	0.1	0.4	1.3	0
ZDHHC17	4.4	5.8	3.5	7.5	5	2.7
MAP3K8	3.3	5.4	4.1	7.4	11.1	10.8
LUZP4	1	1.7	2.9	0.9	1.7	1.3
PHLDB2	3.6	4.4	2.4	4.8	5.7	10.9
NATD1	6.3	2.8	6.9	4.6	14.4	17.8
CRYM	4.6	9.7	15.7	3.6	5.3	5.4
TCF20	2.1	1.2	2.8	2.4	2.3	1.8
SLC25A24	1.6	2.2	1.7	4	4	7.7
MSRB2	0.4	0.6	1.1	0.3	0.3	1.1
ASAH1	21.2	25.2	31.3	99.7	40.3	36.9
TMEM51	19.8	24.2	22.2	6	6.6	8.3
TSPYL1	14.8	20.9	11.8	26.6	14	18.7
C7orf26	8.8	4.3	7.7	5.1	4.2	4.9
HNRNPUL1	27	19.7	34.4	24.3	26.4	23
ZNF233	0.1	0.3	0.1	0.3	0.4	0.7
NICN1	2.7	1.3	2.1	1.2	2.6	1.7
ALKBH7	132	124.4	121.8	56.3	95.5	73.2
LPGAT1	3.3	3	2.1	2.6	0.8	2.8
RNF213	1.4	0.8	0.9	0.4	1	0.6
SLC4A11	55	44.1	39.5	27	18.3	11.5
TCEB2	903.6	726.4	672.2	406.7	365.5	364.8
TRIM44	5.3	4.3	3.7	2.4	2	3.9
APOC3	2.9	2.7	10.6	32.3	14.9	69.4
CRY1	6.7	12	8.8	10.5	15.7	11.4
TMEM154	3.6	1.6	3.2	6.1	12.9	12.1
ZNF573	4.7	2.1	4.1	3.2	2.8	3.5
WNT9A	1.6	1.3	0.7	0.1	1.4	0
SPATA22	1.7	1.5	4.7	2	6	1.9
ZNF397	6.1	5	3.7	3	5.9	3.4
PRKCQ	0.2	1	1.7	0.3	1	1.3
GLUD2	6.9	6.3	7.4	2.3	4	4.4
NTAN1	16.5	7.7	14.5	6.4	13.4	13.5
MTMR2	9.8	17.4	11.9	19.6	16.6	20.2
ZNF490	5	4.8	5.7	3.5	4.2	1.8
C1orf226	6.3	3.1	2.5	3.6	0.7	2.1
ZBED3	3.1	2.2	2.8	1	0.6	1.9
SLC22A11	0	0.4	0.7	3.7	7.1	8.9
LOC102723354	2.7	1.2	1	0.5	0.8	1.3
INTS6-AS1	0	0.6	0.5	0.1	0.2	0.8
SETD7	0.2	0.5	1.2	3.8	2.4	2.1
ENPP1	1.9	3.3	3.1	7.2	3.8	7.5
SFXN1	25.6	31.1	23.3	57.4	33.2	43.9
RAD54L2	14.8	8.7	8.5	7.8	9.5	6.5
PER2	2.5	2.8	4.2	8	2.1	3.5
CAST	5.5	8.1	6.5	13.7	8.7	9.7
LINC01010	0	0.2	0	0	0	0.1
SDS	0.1	0	0	0	0	0
IGDCC3	0.3	0.2	1.2	3	1.1	0.5
PTTG1IP	105.2	189	162.7	170.8	95.6	140.9
FBXL16	0	0.1	0.4	0.2	0.1	0.4
UBXN6	21.2	13.5	15.5	7.1	6.3	5.7
MIRLET7DHG	2.6	1.3	1.7	1.4	1.1	2.6
PYY	0.8	0.7	2.3	0.6	2.3	0.2
UCKL1-AS1	0.2	1.4	0.9	0.8	0.3	0.7
ELMO1	3.2	5.3	4.1	5.8	9	8.3
PPP2R5A	35.2	27.2	29.1	29.3	18.1	22.3
LOC101928767	0.8	0.1	0.5	0.8	0.4	0
PPP1CC	109.4	74.1	111.7	85	89.3	103.3
TCP11L1	2.5	4.6	1.4	1.2	3.3	1.8
DRAP1	55.2	55.9	68.9	28.9	39.7	30.3
TPT1	230.7	184.8	257.2	166.9	176.5	199.2
MKRN3	2.4	3.5	2.9	5.8	4.3	9.3
XIST	7.9	3.2	13.7	9.9	6.1	6.2
CD63	496.3	649.7	495.1	492.6	587	757.5
PDE4D	2.9	1.2	1.6	1.5	1.8	3.5
CASC15	1.6	2.3	2.8	0.8	3.7	1.1
PWAR5	1.3	0.9	1	1.5	1	1.6
ANXA2R	1	0.4	0.4	0.4	0.1	0.8
ANK3	0.6	0.5	3.2	1.6	2.2	0.9
SAC3D1	7.1	1.9	6.4	6.6	10.2	8.6
PRDM1	5.2	4.1	3.4	2.8	2.5	3.1
EIF3B	110.5	65.3	103	78.9	77.6	83.3
LHX8	0.7	0	0.9	0.3	0.3	0.3
LIPH	4	6.5	3.3	3.8	2.5	3.3
DNHD1	0.6	2.4	1.2	1.8	1.3	2.1
TGFB1	0.7	0.5	3.6	0.1	0.6	1.5
SP7	0.3	0	0.4	0.6	0.9	2.5
FAM177A1	19.3	13.6	18.5	20.4	17.4	25.2
RASGRP2	19.1	14.7	44.1	25.1	24.9	12.8
CNOT11	22.9	13.1	20.4	15	21.1	19.4
MAGEF1	7.1	3.3	8.2	5.6	10.2	17.4
LDOC1	7.9	11.8	13.6	19.1	19.5	13.1
WIPF2	10.1	6.1	8.9	7.9	6.7	8.1
LOC100128568	1	0	0.5	0.8	0.2	0.7
FUT5	0.8	0	0.1	0	0.1	0.1
VAT1	73.4	75.1	111.1	74.7	135.9	89.7
PARVB	1.2	0.4	1.1	0.6	0.2	0.6
NMD3	11.1	17.6	13.4	24.2	15.1	16
ATP2A3	0.3	0.1	0.5	0.1	0.4	0
SNX25	2.2	3.4	1.9	1.1	0.8	2.5
HBQ1	0.2	0	0.1	0.5	1.6	0.5
NLRP7	745.3	746.4	601.5	469.5	480.7	352.8
ASF1B	27.6	31	20.7	31.3	42.1	29.7
