gene	TE_E5	TE_E6	TE_E7
BCMO1	0.2	0.1	0.1
CD46	33.2	31.5	24.2
FOS	31	14.6	47.4
ZBTB18	0.7	0.9	0.5
NFKBIB	15.7	19.2	22.8
CKB	384.5	244.5	232.9
TMED7	16.7	28.7	26.3
STON2	5.6	8.4	8.1
SOX13	4.6	6	14
ZNF664	6	9.6	7.5
TPGS2	8	10.8	15.9
RPA4	0.4	0.3	0.4
PIGL	18.7	18.4	19.4
FOXO6	3	2	4.5
MUM1	7	5.8	5.2
GTPBP2	4.6	3.5	4.4
TBC1D4	0.3	0.8	1.2
ROCK1	7.3	8.9	8.8
SNTA1	0.4	0.5	0.3
MAP2K6	2.8	4.3	1.5
C7orf60	0.3	0.6	1.2
FUS	74.7	84.3	81.7
EMC9	23.6	18.2	18.9
XRRA1	3.6	3.2	3
PRKACB	0.3	0.6	0.8
SPA17	14.5	10.2	13.8
LOC101928378	3.4	3.9	5.2
C19orf83	0.9	0.3	0.1
PSMC2	100	120.9	151.4
SPRYD7	18.9	12.8	10.9
EPHB2	1.9	1.2	0.2
ANKRD26	3.4	2.8	1.8
EXOC6	3.1	4.7	3.5
RPP25	23.3	30.1	30.1
CCL2	0.3	0.5	1.2
CTGF	6.1	2.3	5.6
SLC25A13	15.7	27.2	36.9
NMU	130.4	28.9	3.4
PPM1G	133.8	135.4	142.6
ADCY9	1.4	0.7	0.4
ATP6AP1	256.5	173.3	129.8
NPDC1	0.9	0.8	0.7
POLR3K	310.7	313.4	259.8
LOC645513	3.2	3.4	3
UCK2	13	14.4	16
FAM57A	4.7	5.5	4.6
FAAHP1	0	0.4	0.2
OVGP1	2.4	2.3	2.7
TIAF1	0.2	0.1	0.2
CLYBL	1.1	1.2	0.2
ZNF276	3.2	3.6	3.1
LOC100130093	2.9	1.6	1.5
TMEM154	0.9	3.2	9.7
AXL	2.7	1.5	0.8
S100A12	0.1	0.8	0.2
FLJ25758	0.1	0.1	0.1
RNFT1	3.8	3.8	4.7
OIT3	0	0.2	0
RIOK3	27.2	25.6	22.2
EIF4E3	0.9	0.6	0.5
ANGEL2	5	6.1	6.6
ARID5B	0.7	1	2.5
CBY3	0.5	0.2	0
POP4	52.7	46.8	46
ATP6AP2	87.1	62.4	40.3
EMC3-AS1	4	4.8	4.7
PSTPIP1	0.5	0.1	0.1
NAV2-AS4	0.3	0.2	0.1
RILP	6.3	3.2	0.8
ERF	17.8	10.7	8.8
WDR72	2.3	1	1.1
SYNJ2	4.7	2.8	3
ARSA	0.5	0.8	1.3
KIAA0368	9.5	11.5	10.9
RPF1	54.1	54.2	51.3
BCAS3	2.4	1.5	2
RUFY3	9.5	8.9	9.1
TJP2	30.2	27.5	23.4
PRKG2	0.1	0	0
AMPH	0.6	0	0
HSD3B7	0.5	0.8	0.9
ATP7B	3.1	5.1	8.5
BCL2L1	29.2	26.2	31.7
TCP11L1	1	1	1.5
VPS26B	6.6	6.1	4.4
BECN1P1	6.8	1.2	0.1
DDB1	59.8	87.6	115.4
PTGDR2	0	0.2	0
INMT	0.1	0.2	0.3
PCM1	9.4	8.8	8.4
NPB	1.1	0.4	0.9
NLRP13	2.6	0.3	0.3
TEF	1	1.5	1.5
SCN3B	0.6	0.4	0.4
ATP2A3	0.1	0.2	0.2
TBC1D10B	12.2	11.3	8.4
POLR3H	31	37.1	33.9
SLC48A1	11.4	4.4	2
SLC43A1	0.2	0.2	0.4
CITED2	11.4	12.9	27.5
RPUSD4	21.7	34.3	32.7
NOLC1	126.3	143	136.3
CDC34	19.3	16	17.7
STK11	2.3	1.9	2.1
FAM227B	0.3	0.4	0.3
MYO5B	4.2	3.2	3.1
NDRG1	7.3	2.4	2.8
COLGALT1	52.5	34.8	30.6
CRYBA2	5.6	3.5	14.9
TMEM79	5.5	10.8	11.8
P2RY14	0.4	1.7	1.6
VMO1	14	1.4	1.5
GLB1L2	0.2	0.1	0.3
CIPC	5.1	6.1	5.7
POFUT1	8.6	8.1	5.7
FRS2	3.8	6	9.3
MRPL15	188.6	138	124.9
SACS-AS1	0.6	0.1	0.8
MAPRE3	0.3	0.3	0.6
SUCO	7.3	7.1	11
ARMC5	0.6	0.9	0.8
IMPAD1	11.5	13.1	8.7
TRIM32	10.6	10	6.9
MYBPHL	0.2	0.2	0.4
RC3H1	3.7	6	4.8
KDELC2	1.6	3	1.9
LOC400043	2.7	1.2	0.9
KLHL13	0.1	0.4	0.1
GALNT3	0.8	2.1	2.2
ITGBL1	0.2	0.2	0.2
NSMCE2	39.7	43.4	38.6
FAM173B	3.3	2.6	1.8
ZNF547	2	1.9	1
RSRP1	37.5	44.8	40.9
ERBB4	0.4	0.1	0.1
BMP7	0.1	0.5	0.8
ANKRD20A19P	0	0.6	1.6
ABHD4	10.5	15	28.1
IFITM2	131.2	197.8	103.3
CCDC120	3.1	2.6	2.3
LOC101927934	1.9	0.5	0.1
CD101	0.4	0.1	0.1
RELL2	0.1	0.2	1
ZFAND3	4.5	4.8	4.9
LOC100996249	1.6	0.1	0
GPRC5D	1.8	1.8	1.5
HOXB4	1.1	2.9	2.8
ZSCAN12	1.4	0.9	0.5
MORF4L1	57	67.2	69.5
NANOS3	0.5	0	0.1
SMAD9	1.5	1.4	0.7
TBC1D10A	3.5	5.5	12.8
UBLCP1	9	12.9	12.9
MED14	3.8	3.3	3.7
LYRM2	11.7	9	11.1
CORO1B	25.9	22.6	25
MECP2	4	3.9	4.1
SLC2A4	2.4	1.2	1.2
ARHGDIG	0.7	0.1	0
ZNF655	6.1	9.6	17.5
PML	2.1	3.5	4.1
UTY	0.9	0.9	0.8
ESRP2	17.7	17	15.8
IQCH-AS1	15.8	18.5	12.1
GULP1	6	8.7	9.7
TNNC2	24.2	6.6	2.3
SLC35E1	8.6	9.5	8.3
MOV10L1	0.1	0	0
GJA5	1.9	5.6	30.4
EMC2	29.8	28.7	27.2
LGALSL	0.7	1	1.3
CLEC2L	1.3	1.7	2.6
KIF2A	4.1	4.6	6
HIP1R	6.4	5.8	7.5
PHF12	5.6	5.5	4.1
LINC01234	6.5	4.1	3
PRR26	0.4	0.2	0.4
NSG1	3.5	1.7	2.7
FLYWCH1	2.3	1.6	2.2
ZNF271	7	7.5	7.8
STIM1	3.1	4	4.5
PEX5	5.8	8.6	3.5
RGS9	0.7	0.1	0.1
CASQ2	0.1	0.3	0.8
FSTL4	0	0	0
NRP1	0.1	3.3	10.6
MOSPD3	6.7	4.9	7.2
SLC35G5	0.6	0.1	0
IL27	0.1	0.1	0.2
TMEM66	56.8	54	49.1
ZNF552	14	9.3	7.9
FUZ	3.8	6.3	8.1
CFB	0.1	0.2	0.1
VAC14-AS1	0.2	1.5	0.3
CTSA	131.1	81	55.5
ALKBH1	25.2	17	17
RAB11FIP5	0.9	4.5	5.6
C2CD2L	1.8	1.8	2.4
C6orf136	22	18.2	18
DENND5B-AS1	0.9	1	0.8
SOWAHA	1.5	0.7	0.2
CDKN1B	1.4	4.1	1.8
ZMYND10	0.2	0.5	0.7
CELSR1	0.3	0.1	0.1
ZNF680	5.4	9.2	7.2
UFM1	33.8	28.7	28.3
DENND1C	7.7	3.2	1.6
FBLN5	0.3	0.1	0.4
RAB3IP	6.9	4.7	4
SCAND1	63.8	73.6	86.5
POLH	3.9	2.7	3.4
PLCG2	0.6	0.5	0.3
KCNJ14	0.7	0.9	0.9
TCEAL4	4.6	3.1	2
GOLIM4	1.1	2.1	1.7
SGCG	0.1	0.2	0.1
NT5DC1	7.7	6.5	5.6
TRIP13	34.7	38.6	39.8
MRPS17	214.3	288.3	264.4
TSPAN33	0.3	0.4	0.5
CCDC24	1.6	1.7	1.3
ITPRIP	0.9	0.8	0.7
DDX24	64.2	59.8	64.2
HECW2	0.2	0.4	0.6
PPP2R1A	111.5	108.4	121.6
TOM1L2	2.1	0.7	0.6
TWF1	8.8	12.3	10.6
SHARPIN	16.6	10.2	7.4
LIG4	2	3.6	3.3
CA8	2	3.2	2.7
ZRANB2	42.8	52.7	49.2
FIBP	58.3	44.8	49.1
IQSEC1	4.9	4.9	3.3
LOC150776	2.8	2.8	3.1
C4orf47	0.2	0.5	0.8
GABPB1	49.1	43.8	46.1
LOC101928012	2.9	1.1	0.5
ZNF540	0.3	0.3	0.3
STAG1	6	10.6	9.7
ST20	11	22.2	26.5
C3orf17	10.4	9.4	8.8
ATP6V0D1	95.7	109.4	113.7
PFKFB2	3.4	4.2	2.5
FANCL	6.6	12.7	13.8
NSUN7	3	1.9	2.5
PAGE2	51.2	28.7	33.4
HEXIM1	9.1	13.2	23.7
CCDC43	33.7	44.3	44.2
PGPEP1	3.1	1.1	1
PROSC	23.7	35.6	30.5
ZNF284	0.6	0.3	0.6
CDC42EP1	14.7	20.6	43.7
TMEM202	0.2	0	0.1
PBX2	1.6	1.5	1.7
SNHG10	17.4	17.2	17.3
PRRT3-AS1	0.4	0.7	1.4
MED13	8.2	10.9	11.2
HNF1A	0.8	0.4	0.6
SLC18B1	0.5	4.9	5.7
TAP1	0.5	0.2	1.3
CEBPG	21.3	28.7	32.8
CRIP1	839.4	692.3	719.1
FLJ37453	1.4	1.2	1
PPP1R13B	1.3	1	0.8
EFCAB4A	1.2	2.3	1.6
EXD2	4	6.4	8.9
NAIF1	1.8	1.4	1.6
GOLGB1	7.8	7.6	8.7
ADHFE1	0.1	0.2	0.1
DOK1	1.3	1.9	2.6
FSCN1	22.1	56.9	73.2
ZAK	0.7	1.3	1.7
NEDD1	7.8	12.7	13.2
CLCF1	0	0.1	0.1
SYS1	16.7	28.1	30.4
EXOC3	11.6	11.3	8.1
LTV1	77.7	90.2	83.6
HFE2	0.1	0.1	0.1
POMK	6.5	9.8	5.1
MOBP	0.8	0.1	0.1
RNF219	13	14.5	12.6
CALR	287.8	307.5	354.3
TCP11	0	0	0
ZNF17	3.1	2.4	2.2
TTC8	1.6	2	1.9
SLC16A6	0.6	0.4	0.7
WDR60	2.3	2.1	1.8
PER3	2.2	1.6	1.8
TMEM258	560.4	573.4	551.1
COQ7	22.8	15.4	12.4
KXD1	150.9	140.4	145.4
GBP1P1	0.2	0.1	0
CYB5R1	24.7	22.7	58.8
LAPTM5	5.3	1.2	1.2
SLC47A2	0.1	0	0
FILIP1L	0.4	0.4	0.4
TSPAN16	0.2	0	0
NXN	1.3	1.7	2.9
SSBP4	2.1	2	1.6
LRRC8B	1.5	2.4	3
LINC00540	4	3.5	5.1
EID2B	0.1	0.1	0.1
FOXO4	2.6	2.5	2.5
HMHA1	11.7	9.4	15.2
ERCC4	2.2	2.8	2.4
NPIPA1	0.4	0.6	0.7
TFDP1	27.5	32.2	25
PIN4P1	12.2	8.2	6.8
HNRNPH2	41.6	46.4	36
CXorf67	1.8	1	1
C1orf198	1.2	1.7	5.9
ATRIP	12.4	8.5	6.3
LPAR5	0.7	0.6	0.4
STK17B	3	8.5	4.9
AMN1	1.1	3.8	5.9
DALRD3	17.7	16.8	17.6
PRPH	5.1	0.5	0.3
IGDCC3	0.6	2.9	1.9
ACSM3	0.8	0.4	0.2
TSPAN4	18.4	19.6	16.6
ANGPT1	3	4.7	4.4
TIPARP	2.3	2.5	3.4
EIF6	588.5	391.8	379.4
SYNC	1	0.4	0.1
DDHD1	4	4.4	3.6
MIATNB	0.2	0.2	0.1
REEP2	0.3	0	0
ZFP30	0.5	0.7	0.4
FAM89B	4.4	6.5	9.5
ZNF627	1.6	2.6	3.1
API5	21.5	31.5	33
PPY2	0.1	0.1	0.5
KLRG1	0.4	0.3	0.9
MIEF1	27	34.2	30.9
TMEM55A	1	2.5	5.2
CEP85	15.7	24.1	45.7
MOB1B	2.9	6.4	5
CBLC	1	2.9	3.7
MAP4K4	12.2	5.4	7.8
LOC101929694	0.3	0.2	0.1
C22orf29	5.6	5.8	4.7
RBMXL3	0.1	0.1	0.2
DYNLL1	130.8	169.2	246.4
SNCAIP	0.3	0.3	0
LRRC14	9.3	9.2	8.8
LINC01420	6.1	3.5	5.4
BCL9L	6.5	8.7	7.8
BDP1	10.6	10	8
LHFPL2	1.6	3.8	4.5
CARD14	0.3	0.4	0.4
IDI2-AS1	5.2	5.6	5.6
NR1D2	2.3	1.8	1.5
NUPL1	10.9	14.8	13.4
CCDC9	6.7	9.8	8.8
ANGPTL4	0.4	0	0.2
PPDPF	20.3	14.5	10.8
HOOK3	3.7	3.5	2.5
ZNF185	0.4	0.4	0.2
IQCE	2.2	0.6	0.8
EHD1	26.5	20.9	28.2
THAP2	0.8	0.8	1.4
LBP	0.2	0.1	0.1
LOC101927817	0.4	0.5	0.3
CIT	6	2.9	2.4
ANKRD61	0.4	0.1	0.4
USP44	0.2	0.2	0.2
MFAP1	56.5	60	57
EPSTI1	7.2	5.1	3
EAF1	13.1	21.5	26.2
ARL13A	0.1	0.2	0.1
MSRB2	0.3	0.2	0.5
LOC100270746	0.1	0.8	0.9
TLE6	1.6	0.3	0.2
MVK	24.5	18.4	15.2
GGCT	50.7	105.4	127
GNA11	17.5	8.3	7.6
PVRIG	0.4	0.4	0.5
GALNS	2.8	4.4	7.6
RFT1	9	6.9	5.3
NLRP5	1.3	0	0.2
TESK1	5.4	3.5	3.7
TMEM99	13.6	10.3	9.9
GCSAM	0.5	0.3	0.2
TRIM3	1.1	1.9	2.5
KCNAB3	0.1	0.3	0.6
TRAF5	0.7	0.5	0.3
TTC39A	0.6	1.7	2.7
INTS8	15.4	11.8	8.5
EPHA2	0.7	0.8	2.2
TSC2	3.8	4.5	4.5
STX3	15.7	15.3	16.2
MPV17L	1	3	0.3
STAG2	15.4	17.8	17
ZC4H2	2.7	4.6	2.6
FMR1NB	93.6	47.6	35.5
LRRC75A-AS1	1278.5	1190.7	1247.3
ZNF562	4	5.5	5.1
LY9	1.9	0.7	1
LOC644961	20.3	9.8	13.6
ZNF281	17.9	21.9	17.5
CEBPZOS	6.9	8.6	7.4
WASF3	1.1	0.5	0.3
ELP2	29.6	34.7	36.1
TMEM245	7.6	12.1	11
PAK2	10.9	16.2	15.7
C21orf15	0.1	0.2	0.2
DLEU7	0.1	0	0.1
DNAJC16	4.6	3.5	1.6
C16orf74	15	12.7	10.7
MARCKSL1	67.6	83.8	133.2
TMEM104	4.6	4.5	5.2
PIGP	13.8	21.2	12.1
BAIAP3	0.6	0.2	0.2
MFSD12	6.4	7.9	9.8
PADI6	4.7	0.3	0.4
PRKCZ	2.4	2.9	6
MIR600HG	1.1	1.5	1.6
SNORD98	9.1	9.3	9.2
FTSJ3	67.9	68.3	74.8
MUTYH	8.1	6.1	7.8
C3AR1	1	0	0.1
TRIT1	15.5	16.2	18.5
TEX37	5.6	3	5.6
TBP	38.2	27.3	33.6
C16orf95	5.9	3.7	3.3
CALCOCO1	3.1	4.7	9.7
SUV420H2	0.7	1.5	1.6
NDNL2	5.3	4.5	4.5
CDR1	16.7	18.2	5.3
EBLN1	0.7	0.2	0.5
STOX1	0.9	0.1	0.2
LMLN	0.6	0.3	0.4
ZBTB7C	0.4	2.1	1.6
STYK1	1.7	0.5	0.8
CXorf57	0.1	0.5	0.7
C5AR1	0.2	1.1	0.7
ZNF696	1.5	1.6	1
BAP1	18.6	15.2	16.7
MTX3	2.5	3.2	2.9
PDIA3	63.5	95.9	112
PRDM15	1.3	2	2.1
COX6C	523.4	630.1	515.7
C3orf49	0.1	0.1	0.1
SH2B1	4.2	3.1	3.2
PTAR1	3.4	3.6	2.8
PARD6G	0.3	0.2	0.2
LYG2	2.4	0.5	0.7
CSTF3	55.9	75.6	68.7
THOP1	24.5	27.1	24.1
TMPRSS11E	0.8	1.4	0.4
YIPF3	44.4	49.7	75
G6PD	26.2	32.8	32
LOC100505549	3.6	5.9	7
CAMSAP2	4	6	7.3
PRKAR2B	0.5	1.8	0.7
GLTSCR1L	0.6	1.2	1
SCYL2	7.5	10.5	10.6
SLCO4C1	6.1	5.9	2.1
SLC43A2	3.7	2.2	4.1
PAICS	72.5	122.8	102.3
GNB4	1	2.4	4.5
ATP6V1B2	46.4	45.1	58.8
MB21D2	1.8	1.4	2.1
LYPD5	0.1	0.8	6.3
IGF2BP1	51.2	52.7	52.2
HSF5	0	0	0
CLEC1B	0	0.1	0.7
AMZ2	21.2	15.7	15.9
MESP1	1.9	2	2.2
MAP7D2	3.6	1.9	1.9
ROR2	0	0.1	0.1
TMEM214	12.1	12.1	13.1
ABHD5	8.1	13.5	15.6
KIAA0226	3.9	2.7	3.4
TUBGCP2	15.2	12.6	10.1
HAGH	11.1	8.6	11.8
BARX2	0.6	0.1	0
BEX4	30.3	48.4	51.4
LOC100507420.uid_10772	0.6	0.1	0.1
MRPS27	40.2	53	48.6
FBXO7	87.9	77.1	75.8
ZNF446	1.5	2.6	3.1
PARVB	0.3	0.4	0.3
GTSE1-AS1	1	0.3	0.1
RNF121	11.8	13.5	10.7
LOC100272217	0.3	0.1	0.4
LOC100129520	0.5	0.6	0.8
PLXDC2	0.5	1.8	2.5
SFT2D2	61.5	39.9	23.1
TROVE2	14.1	20.7	24.2
MRPL9	196.4	158.8	126.4
PRC1	38.6	44.9	51.5
CPA1	0.2	1.1	0.2
CCDC96	0.2	0.1	0
CYB561D2	100.4	94.3	120.2
RCBTB2	0.1	0.1	0.2
TTC9	0.3	1.2	1.3
C7orf31	0.8	0.5	0.4
EPHB6	0.2	0	0
MXRA8	4.5	18.6	19.6
KIF27	0.7	0.6	0.7
DCBLD2	1.4	2	1.8
DHX58	0.4	1.4	1.3
SLC26A8	2.4	0.4	0.3
KRAS	22.1	24.6	24.4
UBE2E1	19.9	29.9	17.9
PIAS4	30.6	29	29.6
TBC1D22A	3.8	4.3	4.7
TMCC1	1.3	0.9	0.8
KLHL35	2.1	0.2	0.2
SFXN2	6.6	6.2	5.7
ATAD2B	3.1	4.5	3.6
ZNF3	18.4	17.4	17.4
TMEM44	1	1	1.8
STUB1	14.1	10.1	9.8
ZFP36L2	34.9	29.9	19
EHD2	0.2	0	0.1
FAM35A	2.5	3.7	4
SNORD31	14.3	15.9	10.8
GSG2	7	7.1	8.3
C1QTNF9B-AS1	3.2	2.8	1.7
ZNF665	1.1	0.9	1.1
C20orf96	1.6	2.6	2.4
MRTO4	93.3	95.2	94.5
FRRS1	2.5	1.6	1.9
CLEC16A	9.6	5.7	5
UBR5	5.6	5.6	7.1
LINC01433	1.2	1.3	0.8
ZNF343	6.6	4.3	3
ERO1L	3.5	5.7	5.5
LOC100507459	2	1.2	0.7
GNPAT	8.7	15.1	16.8
RPS28	120.9	149.1	99.1
SCAF8	7.2	6	5
EVI5	2.9	5.9	5.9
SLC22A31	0.7	0.2	0.4
GTF3C4	9.2	8.3	8.7
EVL	2.1	2.8	2.3
TMEM136	1.7	0.6	0.2
SLC44A3	1	1.1	0.7
ZNF586	15.3	13.2	11
MTMR9	3.9	4.6	3.4
ZNF573	1.9	3.3	2.8
HNMT	0.9	0.2	0.1
SH3BP1	1	2	3
ARL11	0.8	1.4	1.4
FNBP4	17.5	20.8	22.7
TSSC1	31	25.5	21
METTL7B	0.1	0.1	0
TEX11	8.6	2.2	1
SH3RF1	8.2	4.9	4.1
MGME1	24.2	20.2	23
METRNL	21.1	11	12.6
GMPPB	16.1	15.2	18.3
RTKN2	4.1	5.1	7.4
SLC7A6	6.4	11.8	18.3
MORN4	0.1	0.3	0.2
ZNF232	18.1	23.3	23.1
BCAT1	35.1	56.4	51.6
PGAP1	0.4	0.9	1
ST8SIA4	0.1	1	5.1
ACAP3	1.2	1.9	1.4
BIN1	53.8	41.3	36
CDK9	13.1	10.1	9.3
PPM1M	0.7	1.2	1.2
GAL3ST4	0.8	0.8	2
C1orf112	8.5	8.6	6.5
FCER2	1.8	0.9	0.1
PELO	17.7	35.5	58.5
TRMT6	43	48.6	49.8
LOC284930	0.5	0.3	0.2
TRIM54	0.7	0.2	0.1
CDK1	123.9	154.1	118.2
RAB2A	32.5	30	33.7
ZNF225	1.7	1.4	0.8
CELA3A	1.2	0.3	0.2
KLF10	19.2	18.5	20.5
MAEA	83.2	79.9	65
METTL17	22.5	24.5	32.3
PRELID2	0.6	0.7	0.4
CDK5RAP2	15	7.2	6.4
DFNB59	0.3	0.5	0.5
TCEA2	1.2	1.2	1.6
SFR1	13.5	7.2	4.9
DPP10-AS1	0	0.2	0.1
MAGEB16	0.2	0.3	0.6
MROH6	1.4	7.8	4.8
SUN1	15.1	12.7	11
PPIC	66.2	50	18.9
EXOSC2	47	59.7	42.8
BDH1	0.6	0.8	0.4
CTNNBIP1	0.6	0.5	0.6
SNAR-F	85.9	50.2	42.5
IQCK	4.4	2.9	3.4
ZNF775	0.4	0.2	0.3
S100A13	1260.9	1993.9	1230.8
PALB2	3.6	4.4	3
TSPYL1	14.3	18.2	18
ZC3H14	24.8	27.7	25.1
CCNB1IP1	52.6	51.7	51.6
NFE2L1	13.4	12.1	6.2
DDX23	37.3	36.4	41.7
LOC100507557	0.3	0.6	0.3
LOC100506844	0.8	0.1	0.2
UPK2	1.1	3.8	4.7
SULF2	4.3	2.3	2.2
RAB23	3.5	4.4	4.1
FAM117A	1.9	2.9	2.1
TUBB6	59	92.7	117
ALDH4A1	8.6	16.7	19
LOC644936	118.2	100.8	94.6
SNORD63	26.6	25.5	23
C22orf46	1.8	0.8	0.9
PPID	72.5	116	110.1
FAM161A	1.3	2.1	2.6
C8orf88	0.4	1.1	1.7
GRB10	17.3	16	10.8
ZNF771	2	1.9	3
AP1M1	16.4	17.2	23.9
SMKR1	0.6	0	0.2
MAGEA11	0.2	0.2	0.7
CAMK1D	0.1	0.1	0.1
CEP135	2.1	3.6	2.9
RAB5B	5.3	5.4	7.3
NUDT16L1	59.1	40.3	49
NAA60	12.7	21.5	28.4
MUC20	0.3	0.6	0.2
NBPF3	1.6	0.8	1
HRG	1.1	0.1	0.1
CDT1	52.2	27.9	23.2
ZNF85	4.9	4.3	4.3
C1orf27	10.3	15.9	20.8
CPEB3	0.8	0.9	0.8
RPUSD2	20.8	20.7	21.2
LDOC1	7.9	29.5	33.1
ATP6V1G1	191.1	232	233.9
CEMP1	10.5	20.5	20.4
RPP38	62	55.9	52.6
POLR3D	16.5	17.5	20.6
TIGD5	2.2	2.5	1.3
ZNF268	3.3	3.2	3.2
C19orf73	2.9	1.3	1.6
SSH3	2.8	3.4	3
ID2	32.5	17.1	34.7
LEPRE1	9.9	17.4	10.3
HEATR2	17.4	17.3	13.4
MMAB	14.3	14.8	11.6
PHF2	1.3	0.9	1
ZNF652	2.9	4.2	2.9
PRR5L	0.1	0	0
CCNL1	30.5	30.5	33.4
ZNF219	0.4	0.7	0.9
MIDN	38.7	21.6	21.3
IDS	1.1	0.5	0.7
SNORD55	16.1	17.7	19.8
UCHL5	38.5	46.7	35
ZNF580	1.6	3.9	4.4
LOC646762	1.1	3	3.8
PIM1	14.4	29	60.9
C1orf115	6.1	3.3	3.6
FBXO17	1.6	1	1.2
EPB41L5	41.5	27.5	18.3
FAM172A	3.5	3.2	4.1
LINC00649	0.4	0.3	0.2
MAN2A2	3.3	4.2	3.2
DNAJC12	0.1	0.1	0.2
GRK7	0	0	0.1
ACTN2	0.3	1	0.6
TSPAN10	0.3	0	0
MRPL10	116.2	73.2	73.2
LINC00221	11.3	10	8.9
ERBB2	5.7	6.1	4.5
CCDC23	32.5	47.7	67.1
HERC4	8.2	11.3	10.1
STPG1	2.8	3.3	2.8
SYNPO	0.4	2	4.7
NELL1	0	0	0
KLHDC3	69.7	75.2	93.5
RORA	3.1	1.6	0.8
NOVA1	30.7	8.1	5.8
SOX4	83.1	128.4	171
UTP15	10.3	15.3	13
GNMT	0.4	0.4	0.3
RNF212B	1.1	1.2	0.9
CHI3L2	52.5	31.4	16.7
GFI1	0.5	0	0.1
TMEM74B	1.1	0.5	0.6
CCND1	3	3.2	15.7
CPNE9	0.5	0.4	0.4
GRASP	0.5	0.3	0.4
MINK1	2.6	2.9	3.9
APBB1	7.6	5.8	5
RPL3L	0.1	0.1	0.2
TCF15	1.9	1.7	1.2
TMEM249	0.1	0.4	0.4
CHMP1B	36.9	45.9	74.4
CDKN2AIP	7.7	11.2	11.3
STAU2	13.6	11.4	7.7
SHISA4	2.3	2.5	4.1
LDLRAD3	1.3	1.5	2.6
UXT	309.8	300.7	295.2
IFT46	10.3	4	1.7
ERP44	22	19.9	21
TBCK	2.3	2.1	1.5
IVNS1ABP	7.3	23	24.7
POLA2	17.7	18.8	14.9
FIZ1	1	0.6	0.6
SMC5-AS1	0.1	0.2	0.1
NUCB1-AS1	3.5	1.5	1.4
ARSK	2.5	5.5	4.6
NRBF2	59.8	34.7	29.7
STYXL1	12.8	9.7	12.7
MEI4	0.2	0.3	0.2
TFCP2L1	47.6	34.1	23.2
CCDC116	1	5	4
RDH13	48.5	45.5	32
RAB14	23.8	29.4	27
CD151	40.4	40.3	40.8
LOC100129361	8.8	13.8	13.7
GLYCTK	3.5	3	2.1
TDRD6	0.1	0.2	0.3
TUBA3D	11.9	3.5	3.8
DECR2	70.9	56.6	42.4
TPRG1L	11.6	6.8	6
CDKN2D	15.3	18.9	25.3
PRSS22	0.2	0.1	0.6
EFHD2	26.2	13.6	10.6
SCG2	0	0	0
UBQLN2	9.2	10.6	9.7
RPS2	181.6	208.3	216.4
A1BG	0.6	0.6	1.3
ATG4C	7.9	8.9	7.5
TTC25	0.8	0.3	0.6
RIT2	2.2	2.5	1.2
SBDS	84.4	79.3	78.6
HNRNPUL2	3.6	3.7	3.7
USP2	9.8	2.2	2.2
HGSNAT	1.3	1	0.9
ZNF417	0.9	1.1	0.7
GPR22	0.8	0.6	0.8
NUP62	108.5	94.5	107.6
TIGD3	0.2	0.2	0.6
COX6B1	1290.5	1375.1	1290.4
MAPRE1	89.1	107.3	99
ZNF615	1.7	1.4	1.7
TICAM1	0	0.1	0.1
KCNQ5-IT1	0.2	1.4	1.4
MGAT3	0.7	0.6	0.8
AMDHD2	25.2	23.9	20.1
IDH1	316.3	265.5	118.9
MNX1	0.3	0.5	0.2
AGA	3.3	3	2.4
FGF14-AS2	0.7	0.6	0.8
SEMA4C	15	21.9	26.3
MYL9	0.6	4.7	4.3
MEI1	4.5	2	1
SSH2	3.6	3.4	4.7
ABCC5	10.9	19.7	29.7
SPTLC3	0.8	0.6	0.7
SIKE1	23.1	19.2	21.5
CMTR2	3.8	3.3	4.5
MCTP2	0	0	0.1
SRSF1	102.2	118	124.5
NKIRAS1	6.5	10.7	10.9
AVPI1	16.1	21.1	40.8
LINC00313	0.6	0.1	0.1
EYA2	0	0	0
RBBP8NL	0.7	3.5	3.7
CLDN1	0.1	0.7	0.6
TCHH	0.2	0.1	0.1
NDC80	26.1	27.8	37.3
INSIG1	50.6	39.7	31.8
NR4A2	2.3	0.8	1
DLST	2.3	4.6	2.6
RBMS1	8.3	8.7	9.8
FARS2	11.2	10.4	11.4
PRSS23	104.1	31.6	9.6
CDH2	0.4	0.3	0.3
ACAD11	0.6	0.8	0.8
ARF4	163.6	228.2	212.4
PHPT1	127.5	112.3	137.9
C5orf55	0.4	0.2	0.2
MAGI1	5.5	2.7	3.7
SYCP2L	1.9	2.4	1.5
UBAC2	48.3	37	46.7
LMTK2	3.1	3.1	3.5
TRPT1	28.3	22.2	21.4
RMDN3	30.9	38.4	32.7
HP1BP3	15	19.9	20.3
ZDHHC3	4.7	5.5	6.1
DUXA	0.9	0.2	0
PAM	1.8	0.6	0.4
FBXW12	0.1	0	0.2
C8orf37-AS1	3.9	0.3	0.5
GPX4	360.9	345.9	372.8
KRT7	18.7	19.8	75.5
MRPL35	57.9	55.9	47.3
BCAP31	271.2	193	193.7
PRMT3	23.5	22.6	16.7
STK40	2.8	4	6.1
GSPT2	0.9	1	1
MIA3	5.5	4.6	4.7
FAM127A	34.4	33.5	46.9
RPAP3	16.8	20.3	22.6
ATG14	18.3	10.9	8.7
